,I_DCC010,I_FRMDW,I_MFA036,I_RUB047,I_LRB004,I_HHOLE,I_LOONL,I_SFR006,I_GERLE,I_STMPY,I_PLC007,I_NLC003,I_SLC003,I_LNG012,I_RUB002,I_NMA003,I_MFA025,I_MFA023,I_MFA001,I_ALOHA,I_PYR001,I_CAPLS,I_SILVR,I_LKVLY,I_NNA013,I_NFA054,I_CYN009,I_NFA022,I_NFA016,I_SFA066,I_SFA076,I_SLF009,I_ALD004,I_ALD002,I_PLM001,I_UNVLY,I_ICEHS,I_SLV006,I_SLV015,I_BSH003,I_SFA040,I_RCK001,I_SFA030,I_WBR001,I_FOLSM,I_ECHOL
1947-06-30,0.89,4.74,0.91,7.44,1.89,8.95,0.73,0.62,0.93,0.41,0.16,0.06,0.1,0.35,0,2.28,5.59,0.96,1.45,1.35,2.17,3.9,1.25,0.57,0.59,10.35,0.07,5.58,0.4,5.15,3.02,3.45,0.26,0.05,0.04,6.42,3.39,1.12,1.57,0.35,2.62,0.87,5.15,0.15,0.0,1.81
1947-07-31,0.11,1.03,0.35,1.46,0.35,1.49,0.25,0.03,0.04,0.19,0.07,0.01,0.02,0.06,0,1.02,1.05,0.18,0.49,0.37,0.59,0.71,0.0,0.16,0.16,2.41,0.02,1.24,0.09,1.08,0.63,0.72,0.06,0.01,0.01,0.78,0.46,0.54,0.76,0.17,0.19,0.32,1.86,0.0,0.0,0.58
1947-08-31,0.04,0.49,0.25,0.56,0.11,0.54,0.16,0.0,0.0,0.13,0.05,0.01,0.01,0.03,0,0.71,0.99,0.17,0.0,0.13,0.2,0.16,0.0,0.12,0.13,1.27,0.01,0.58,0.04,0.51,0.3,0.34,0.02,0.0,0.01,0.3,0.08,0.47,0.66,0.15,0.0,0.36,1.78,0.0,0.0,0.37
1947-09-30,0.02,0.22,0.12,0.26,0.04,0.27,0.07,0.01,0.01,0.06,0.03,0.0,0.0,0.04,0,0.34,1.53,0.26,0.0,0.04,0.06,0.0,0.0,0.13,0.13,1.03,0.01,0.4,0.03,0.28,0.16,0.19,0.02,0.0,0.02,0.23,0.03,0.4,0.56,0.13,0.07,0.4,1.9,0.0,0.0,0.31
1947-10-31,0.63,2.65,1.23,3.12,0.79,4.8,0.92,0.54,0.81,0.83,0.33,0.08,0.15,0.16,0,4.42,0.0,0.0,0.0,0.52,0.83,0.58,0.66,0.0,0.0,4.75,0.03,3.1,0.22,1.6,0.94,1.07,0.17,0.03,0.09,4.37,1.72,0.75,1.05,0.24,1.23,1.77,0.0,0.53,0.0,0.53
1947-11-30,0.66,2.43,1.12,2.16,0.51,4.86,0.67,0.65,0.97,0.61,0.24,0.1,0.18,0.2,0,4.12,0.0,0.0,0.0,0.33,0.52,0.31,0.0,0.0,0.0,4.77,0.03,3.11,0.22,1.47,0.86,0.99,0.21,0.04,0.21,3.49,1.43,0.49,0.69,0.15,1.5,1.08,-0.0,0.87,0.25,0.43
1947-12-31,0.64,2.16,1.21,1.34,0.38,3.95,0.52,0.68,1.02,0.59,0.23,0.1,0.17,0.04,0,3.48,0.0,0.0,0.0,0.16,0.26,0.19,0.56,0.03,0.03,3.33,0.02,2.12,0.15,0.96,0.56,0.64,0.04,0.01,0.2,2.18,0.8,0.41,0.58,0.13,1.8,0.67,-0.0,0.55,0.0,0.38
1948-01-31,1.83,6.4,4.0,3.85,0.79,11.61,1.51,2.11,3.15,1.94,0.77,0.36,0.65,1.16,0,15.89,5.42,0.93,11.59,0.48,0.76,0.58,1.3,0.82,0.84,27.49,0.19,16.26,1.15,3.17,1.86,2.13,0.94,0.17,0.83,10.24,4.12,1.44,2.02,0.45,3.05,4.19,0.0,1.33,7.88,0.53
1948-02-29,0.86,3.33,2.42,1.66,0.38,6.09,0.72,1.15,1.72,1.2,0.48,0.22,0.4,0.3,0,9.7,0.0,0.0,0.0,0.22,0.35,0.31,0.83,0.63,0.64,10.06,0.07,5.29,0.37,1.73,1.02,1.16,0.33,0.06,0.71,4.29,1.44,0.89,1.25,0.28,2.15,1.9,-0.0,1.8,2.06,0.43
1948-03-31,1.02,3.95,2.89,1.99,0.44,7.07,0.86,1.38,2.06,1.44,0.57,0.26,0.47,1.09,0,11.72,9.52,1.64,1.52,0.26,0.42,0.51,0.47,0.18,0.19,21.29,0.14,13.5,0.96,2.25,1.32,1.51,0.78,0.14,0.62,5.4,0.92,2.07,2.91,0.65,7.17,3.76,0.0,9.68,19.47,0.51
1948-04-30,4.47,17.95,13.39,7.9,2.14,29.65,3.38,6.56,9.8,5.81,2.3,1.16,2.08,3.44,0,50.42,18.01,3.1,38.69,0.93,1.49,1.73,2.8,0.88,0.91,86.08,0.59,54.3,3.84,12.26,7.2,8.22,6.66,1.19,1.86,23.93,4.4,9.21,12.93,2.91,30.12,12.09,-0.0,14.43,10.46,0.98
1948-05-31,8.79,33.77,13.6,23.45,6.35,56.87,6.42,10.85,16.21,5.4,2.14,1.27,2.29,4.42,0,43.88,9.94,1.71,14.88,2.61,4.18,7.16,8.64,2.13,2.19,80.47,0.55,48.1,3.41,30.63,17.98,20.54,9.21,1.65,1.74,53.06,16.6,8.14,11.43,2.57,18.56,8.72,-0.0,3.89,9.87,3.07
1948-06-30,6.74,27.41,5.6,29.93,7.43,51.72,4.07,5.87,8.77,2.07,0.82,0.52,0.93,2.26,0,15.33,9.14,1.58,0.0,4.44,7.12,11.79,11.11,1.19,1.23,45.11,0.31,26.97,1.91,28.77,16.89,19.29,3.59,0.64,0.38,45.12,21.78,2.06,2.89,0.65,11.04,3.73,-0.0,0.84,0.0,4.85
1948-07-31,0.58,4.67,1.25,7.19,1.45,7.56,0.88,0.31,0.46,0.72,0.28,0.06,0.1,0.3,0,3.47,4.86,0.84,0.0,1.38,2.22,3.25,0.76,0.27,0.27,8.24,0.06,4.82,0.34,5.65,3.32,3.79,0.38,0.07,0.04,5.72,4.18,1.28,1.8,0.4,2.97,1.24,0.0,0.06,0.0,1.56
1948-08-31,0.07,0.9,0.45,0.93,0.16,0.97,0.27,0.0,0.0,0.28,0.11,0.01,0.02,0.08,0,1.36,2.32,0.4,0.0,0.21,0.34,0.3,0.0,0.09,0.09,2.3,0.02,1.31,0.09,0.96,0.56,0.64,0.08,0.01,0.02,0.86,0.53,0.73,1.02,0.23,0.43,0.7,0.0,0.02,0.0,0.43
1948-09-30,0.03,0.37,0.22,0.42,0.05,0.46,0.11,0.01,0.01,0.13,0.05,0.01,0.01,0.04,0,0.65,2.73,0.47,0.0,0.06,0.09,0.0,0.0,0.1,0.1,1.37,0.01,0.69,0.05,0.5,0.29,0.34,0.03,0.0,0.04,0.48,0.11,0.62,0.87,0.2,0.37,0.73,0.0,0.14,0.0,0.31
1948-10-31,0.12,0.52,0.27,0.87,0.15,0.74,0.25,0.08,0.12,0.22,0.09,0.01,0.02,0.05,0,0.85,1.0,0.17,0.0,0.15,0.24,0.37,0.0,0.16,0.16,1.59,0.01,0.71,0.05,0.37,0.22,0.25,0.03,0.01,0.01,0.47,0.1,0.62,0.87,0.2,0.72,0.67,1.1,0.18,0.0,0.45
1948-11-30,0.5,2.0,0.86,2.13,0.68,4.06,0.64,0.46,0.69,0.48,0.19,0.07,0.13,0.15,0,3.24,0.0,0.0,0.0,0.36,0.57,0.16,0.81,0.0,0.0,3.08,0.02,2.01,0.14,0.99,0.58,0.66,0.11,0.02,0.08,2.38,0.77,0.75,1.05,0.24,1.43,1.02,0.0,0.4,0.34,0.37
1948-12-31,0.66,2.32,1.17,1.88,0.51,4.47,0.62,0.68,1.02,0.57,0.22,0.08,0.15,0.35,0,3.43,1.91,0.33,0.0,0.26,0.42,0.54,0.59,0.0,0.0,6.52,0.04,4.25,0.3,0.93,0.55,0.62,0.14,0.02,0.2,1.81,0.34,1.0,1.4,0.32,1.66,1.23,2.36,1.59,5.01,0.52
1949-01-31,0.49,1.64,0.9,1.01,0.33,3.11,0.41,0.52,0.78,0.42,0.17,0.08,0.14,0.38,0,3.39,2.93,0.5,0.0,0.13,0.21,0.0,0.67,0.08,0.08,5.71,0.04,3.56,0.25,0.67,0.39,0.45,0.17,0.03,0.14,1.82,0.34,0.87,1.22,0.27,1.66,1.1,1.62,2.55,5.65,0.31
1949-02-28,0.65,2.14,1.2,1.33,0.27,4.13,0.54,0.69,1.03,0.55,0.22,0.11,0.19,0.8,0,4.93,9.1,1.57,0.0,0.17,0.28,0.38,0.45,0.08,0.08,11.58,0.08,7.39,0.52,0.91,0.53,0.61,0.17,0.03,0.22,2.6,0.49,0.68,0.95,0.21,3.43,2.1,5.64,8.55,7.61,0.46
1949-03-31,0.95,3.56,2.53,2.09,0.46,6.46,0.82,1.23,1.84,1.18,0.47,0.21,0.38,3.64,0,9.35,55.72,9.6,0.0,0.27,0.43,0.52,0.61,0.13,0.13,48.84,0.33,31.57,2.24,1.85,1.09,1.24,0.74,0.13,0.62,6.22,2.28,1.66,2.33,0.52,16.82,8.66,28.49,30.2,61.13,0.51
1949-04-30,7.07,27.54,18.05,14.24,4.19,47.05,5.6,9.97,14.89,7.43,2.95,1.51,2.71,2.31,0,65.33,0.0,0.0,0.0,1.69,2.71,3.74,5.47,1.63,1.67,72.53,0.49,43.96,3.11,19.25,11.3,12.91,7.3,1.31,2.67,36.7,10.12,8.67,12.17,2.74,20.11,9.3,0.0,3.15,0.0,1.75
1949-05-31,7.83,29.9,7.93,27.46,7.82,53.61,5.47,8.01,11.97,2.85,1.13,0.72,1.29,3.65,0,22.4,18.45,3.18,19.26,3.5,5.62,9.74,11.1,1.97,2.02,65.36,0.44,38.6,2.73,28.28,16.6,18.96,6.71,1.2,0.66,50.52,20.23,5.13,7.2,1.62,12.36,5.11,0.0,0.82,0.0,4.06
1949-06-30,1.89,9.08,1.65,13.18,3.29,17.72,1.25,1.36,2.03,0.72,0.28,0.12,0.21,0.61,0,4.17,6.58,1.13,0.0,2.29,3.68,6.48,4.54,0.23,0.24,16.12,0.11,10.04,0.71,9.39,5.51,6.3,1.09,0.2,0.07,12.79,6.66,1.83,2.57,0.58,5.39,1.52,3.69,0.11,0.15,2.81
1949-07-31,0.15,1.43,0.47,2.08,0.47,2.13,0.32,0.05,0.07,0.25,0.1,0.02,0.03,0.09,0,1.34,2.31,0.4,0.53,0.5,0.81,1.07,0.0,0.31,0.32,3.08,0.02,1.38,0.1,1.55,0.91,1.04,0.18,0.03,0.01,1.37,0.86,0.76,1.07,0.24,1.65,0.53,2.31,0.02,0.0,0.72
1949-08-31,0.05,0.61,0.3,0.66,0.12,0.67,0.19,0.0,0.0,0.17,0.07,0.01,0.01,0.06,0,0.89,2.05,0.35,0.0,0.15,0.24,0.4,0.0,0.13,0.14,1.63,0.01,0.79,0.06,0.55,0.32,0.37,0.07,0.01,0.01,0.53,0.2,0.52,0.73,0.16,0.76,0.54,2.72,0.02,0.0,0.46
1949-09-30,0.03,0.27,0.15,0.32,0.04,0.35,0.08,0.01,0.01,0.09,0.03,0.0,0.01,0.04,0,0.45,2.32,0.4,0.0,0.04,0.07,0.0,0.05,0.04,0.04,1.16,0.01,0.68,0.05,0.34,0.2,0.23,0.03,0.01,0.03,0.35,0.1,0.39,0.55,0.12,0.91,0.59,2.45,0.01,0.0,0.31
1949-10-31,0.07,0.3,0.16,0.46,0.07,0.42,0.13,0.05,0.07,0.14,0.06,0.01,0.01,0.05,0,0.52,0.77,0.13,0.68,0.08,0.12,0.1,0.0,0.06,0.06,1.22,0.01,0.67,0.05,0.27,0.16,0.18,0.05,0.01,0.01,0.46,0.13,0.39,0.55,0.12,1.36,0.63,0.0,0.03,0.0,0.35
1949-11-30,0.17,0.76,0.4,1.16,0.19,1.05,0.34,0.11,0.16,0.35,0.14,0.02,0.03,0.14,0,1.32,1.41,0.24,0.15,0.19,0.31,0.06,0.16,0.0,0.0,2.61,0.02,1.69,0.12,0.7,0.41,0.47,0.1,0.02,0.02,1.59,0.48,0.47,0.66,0.15,1.95,0.95,0.0,0.41,2.46,0.33
1949-12-31,0.19,0.87,0.4,0.86,0.25,1.7,0.25,0.17,0.25,0.24,0.1,0.02,0.04,0.22,0,1.25,0.95,0.16,0.1,0.15,0.24,0.21,0.08,0.03,0.03,3.11,0.02,1.97,0.14,0.48,0.28,0.32,0.06,0.01,0.02,1.27,0.47,0.38,0.53,0.12,1.57,0.79,0.0,0.63,3.08,0.39
1950-01-31,1.46,5.4,2.58,4.51,1.12,10.5,1.43,1.47,2.2,1.42,0.56,0.23,0.41,3.14,0,9.26,22.78,3.93,39.21,0.65,1.04,0.85,0.34,0.28,0.29,43.5,0.3,27.76,1.97,3.06,1.8,2.05,1.63,0.29,0.46,14.32,1.91,3.28,4.6,1.04,12.89,7.6,0.0,10.59,45.5,0.64
1950-02-28,2.33,8.08,4.88,4.72,0.99,14.6,1.89,2.62,3.91,2.43,0.97,0.46,0.82,2.92,0,19.32,14.75,2.54,32.9,0.59,0.94,0.34,0.37,0.62,0.64,53.04,0.36,33.3,2.36,4.66,2.73,3.12,3.77,0.68,0.93,12.1,2.39,5.48,7.69,1.73,18.38,8.82,0.0,13.67,33.01,0.44
1950-03-31,3.23,12.68,9.47,6.24,1.3,22.03,2.6,4.39,6.56,4.75,1.89,0.88,1.58,1.8,0,38.46,0.0,0.0,19.8,0.77,1.24,0.73,1.27,0.58,0.6,46.91,0.32,29.38,2.08,7.88,4.62,5.28,5.15,0.92,2.31,17.6,3.32,7.23,10.15,2.28,16.68,8.36,-0.0,6.41,20.17,0.59
1950-04-30,7.97,31.86,21.3,14.86,3.89,51.87,5.97,11.66,17.42,9.4,3.73,1.96,3.52,2.41,0,79.68,0.0,0.0,0.0,1.64,2.63,3.71,5.26,1.78,1.83,79.28,0.54,48.06,3.4,24.0,14.09,16.09,10.69,1.92,3.14,45.8,13.03,9.9,13.9,3.13,25.34,10.42,-0.0,5.88,0.0,1.74
1950-05-31,10.67,41.15,12.95,31.54,7.88,70.04,7.39,11.8,17.63,4.96,1.97,1.26,2.26,3.31,0,39.58,0.0,0.0,0.0,3.81,6.11,10.51,14.23,0.89,0.91,72.79,0.5,45.63,3.23,38.27,22.46,25.66,7.81,1.4,1.38,57.8,23.86,6.62,9.29,2.09,15.62,6.23,-0.0,1.33,0.0,4.36
1950-06-30,5.1,21.95,4.13,26.67,5.97,42.53,2.85,4.11,6.14,1.7,0.67,0.36,0.65,1.25,0,10.39,0.0,0.0,0.0,3.96,6.35,11.85,8.42,0.82,0.85,31.15,0.21,18.63,1.32,24.94,14.64,16.72,1.82,0.33,0.24,27.9,16.07,2.44,3.43,0.77,8.53,2.87,-0.0,0.27,0.0,4.87
1950-07-31,0.52,4.59,1.3,6.83,1.29,7.34,0.87,0.26,0.39,0.76,0.3,0.06,0.1,0.27,0,3.62,1.93,0.33,0.9,1.35,2.17,3.34,0.3,0.31,0.32,6.2,0.04,3.42,0.24,5.67,3.33,3.8,0.27,0.05,0.04,4.2,3.38,1.65,2.32,0.52,2.2,1.38,0.0,0.07,3.06,1.6
1950-08-31,0.08,1.02,0.5,1.0,0.17,1.09,0.29,0.0,0.0,0.32,0.13,0.01,0.02,0.09,0,1.55,1.03,0.18,0.0,0.24,0.38,0.41,0.0,0.09,0.09,1.8,0.01,0.99,0.07,1.05,0.62,0.7,0.07,0.01,0.02,0.6,0.42,0.77,1.08,0.24,0.67,0.88,0.0,0.0,0.0,0.47
1950-09-30,0.05,0.57,0.33,0.62,0.07,0.7,0.17,0.02,0.03,0.2,0.08,0.01,0.01,0.05,0,1.02,0.86,0.15,0.0,0.08,0.14,0.1,0.02,0.2,0.21,1.38,0.01,0.49,0.03,0.72,0.42,0.48,0.04,0.01,0.06,0.38,0.23,0.63,0.88,0.2,0.35,0.76,0.0,0.0,0.0,0.35
1950-10-31,0.31,1.42,0.76,2.1,0.3,1.98,0.61,0.21,0.31,0.69,0.28,0.03,0.05,0.16,0,2.55,3.03,0.52,3.06,0.34,0.55,0.69,0.28,0.3,0.31,5.48,0.04,2.96,0.21,1.08,0.63,0.72,0.25,0.05,0.04,2.36,0.68,1.04,1.46,0.33,1.86,2.1,2.25,0.47,0.0,0.58
1950-11-30,13.5,52.11,35.69,28.01,5.87,89.72,10.87,17.26,25.78,18.31,7.26,3.37,6.06,3.23,0,142.74,0.0,0.0,0.0,3.51,5.63,9.78,9.22,2.21,2.27,121.32,0.83,74.57,5.28,28.16,16.53,18.88,8.81,1.58,7.41,60.75,19.46,14.39,20.2,4.54,26.66,27.36,0.0,27.96,0.24,4.08
1950-12-31,10.98,43.81,25.16,22.11,5.36,70.03,8.07,15.84,23.66,10.86,4.31,2.43,4.38,7.1,0,89.53,6.6,1.14,9.37,2.39,3.83,5.82,6.17,1.07,1.1,138.79,0.94,88.27,6.25,37.41,21.96,25.08,11.88,2.13,3.56,65.16,18.75,14.47,20.31,4.57,48.74,26.59,0.0,31.24,104.37,2.55
1951-01-31,2.65,9.98,2.64,7.9,1.79,17.0,1.8,2.95,4.41,1.22,0.49,0.28,0.5,7.24,0,7.65,91.66,15.8,36.97,0.78,1.25,1.27,1.25,0.0,0.0,79.88,0.54,52.06,3.69,11.52,6.76,7.72,3.44,0.62,0.21,19.6,5.16,7.81,10.96,2.47,49.04,10.79,9.36,28.72,47.08,0.8
1951-02-28,2.44,9.56,2.41,7.7,1.76,16.48,1.59,2.41,3.6,0.85,0.34,0.25,0.45,5.18,0,7.46,67.0,11.55,1.38,0.81,1.3,0.83,1.17,0.04,0.04,57.51,0.39,37.4,2.65,11.38,6.68,7.63,5.02,0.9,0.21,20.74,4.72,7.45,10.46,2.35,20.39,6.43,11.84,12.55,50.44,0.63
1951-03-31,2.16,8.45,2.14,6.81,1.55,14.58,1.41,2.13,3.18,0.76,0.3,0.22,0.39,4.43,0,6.6,76.02,13.1,10.36,0.93,1.5,0.79,0.93,0.05,0.05,55.56,0.38,36.1,2.56,9.84,5.78,6.6,3.48,0.62,0.18,17.8,4.24,6.98,9.8,2.2,28.83,4.55,21.86,17.48,33.89,0.62
1951-04-30,4.78,18.5,4.51,15.47,3.47,32.01,3.12,4.71,7.04,1.66,0.66,0.46,0.83,3.28,0,12.94,38.97,6.72,9.77,2.08,3.33,4.44,5.89,1.42,1.46,53.71,0.37,32.11,2.27,19.02,11.16,12.75,4.8,0.86,0.4,31.7,11.37,6.0,8.42,1.89,20.58,3.83,6.63,3.43,16.08,2.02
1951-05-31,4.35,19.35,3.53,23.76,4.88,38.44,2.15,3.32,4.96,1.45,0.57,0.31,0.55,2.22,0,8.89,37.64,6.49,21.85,3.47,5.56,8.86,8.18,1.38,1.41,52.07,0.35,31.15,2.21,23.73,13.93,15.91,4.53,0.81,0.18,34.9,14.08,4.12,5.78,1.3,20.81,4.32,9.26,4.05,0.0,3.72
1951-06-30,1.43,9.05,2.08,12.91,2.33,16.03,1.36,0.98,1.46,1.14,0.45,0.13,0.23,0.51,0,5.45,4.34,0.75,0.0,2.22,3.57,6.81,3.25,0.13,0.14,13.74,0.09,8.68,0.61,10.49,6.16,7.03,0.65,0.12,0.09,12.0,5.18,1.69,2.37,0.53,8.6,2.42,1.25,0.44,0.0,2.93
1951-07-31,0.21,2.39,0.99,2.54,0.45,3.0,0.57,0.0,0.0,0.64,0.25,0.03,0.06,0.17,0,3.25,3.3,0.57,0.1,0.62,0.99,1.97,0.0,0.15,0.16,4.48,0.03,2.6,0.18,2.3,1.35,1.54,0.19,0.03,0.03,1.9,1.11,0.91,1.28,0.29,3.69,1.43,3.12,0.08,0.0,1.07
1951-08-31,0.06,0.74,0.42,0.77,0.1,0.84,0.21,0.0,0.0,0.26,0.1,0.01,0.02,0.08,0,1.36,2.87,0.49,0.0,0.15,0.24,0.31,0.0,0.23,0.23,2.5,0.02,1.16,0.08,0.81,0.48,0.54,0.05,0.01,0.03,0.46,0.2,0.68,0.95,0.21,0.36,1.15,3.05,0.0,0.0,0.43
1951-09-30,0.05,0.53,0.31,0.56,0.06,0.65,0.15,0.02,0.03,0.2,0.08,0.01,0.01,0.06,0,0.98,2.26,0.39,0.0,0.07,0.12,0.28,0.0,0.13,0.14,1.94,0.01,0.99,0.07,0.6,0.35,0.4,0.03,0.0,0.06,0.33,0.08,0.56,0.79,0.18,0.0,0.93,2.43,0.06,0.0,0.42
1951-10-31,0.21,0.98,0.54,1.44,0.19,1.39,0.42,0.15,0.22,0.49,0.19,0.02,0.04,0.12,0,1.78,2.65,0.46,0.67,0.23,0.37,0.07,0.08,0.0,0.0,3.03,0.02,1.97,0.14,0.99,0.58,0.66,0.11,0.02,0.03,1.44,0.35,0.83,1.17,0.26,2.93,1.77,1.36,0.48,0.0,0.34
1951-11-30,0.58,2.56,1.22,2.71,0.62,4.64,0.81,0.51,0.76,0.86,0.34,0.08,0.15,0.79,0,4.31,10.91,1.88,1.04,0.44,0.71,0.48,0.55,0.03,0.03,13.8,0.09,8.94,0.63,1.6,0.94,1.07,0.24,0.04,0.08,5.18,1.31,1.37,1.92,0.43,4.86,3.31,4.11,2.07,7.02,0.5
1951-12-31,1.36,5.25,2.38,4.52,0.99,10.48,1.4,1.34,2.0,1.42,0.56,0.25,0.45,3.33,0,9.94,46.01,7.93,9.5,0.67,1.08,0.88,0.88,0.08,0.08,52.19,0.36,33.84,2.4,2.92,1.71,1.96,1.68,0.3,0.45,8.89,1.35,5.26,7.38,1.66,17.46,8.33,10.69,17.99,25.46,0.65
1952-01-31,1.47,5.09,2.92,2.99,0.68,8.93,1.14,1.6,2.39,1.54,0.61,0.25,0.44,6.49,0,8.92,90.35,15.57,0.0,0.34,0.55,0.91,0.18,0.18,0.18,72.18,0.49,46.68,3.31,2.59,1.52,1.74,1.17,0.21,0.54,8.7,1.23,3.86,5.42,1.22,26.3,15.16,31.18,47.7,108.02,0.66
1952-02-29,2.45,8.48,5.15,4.72,0.83,15.08,1.93,2.74,4.09,2.66,1.06,0.51,0.92,5.66,0,22.16,65.93,11.36,40.78,0.58,0.92,0.4,0.12,0.33,0.34,88.5,0.6,56.99,4.04,5.03,2.95,3.37,2.9,0.52,1.06,13.34,1.32,8.55,12.0,2.7,37.69,15.41,12.42,22.59,53.47,0.46
1952-03-31,2.8,11.03,8.15,5.41,0.96,19.05,2.24,3.8,5.68,4.41,1.75,0.8,1.44,4.33,0,33.43,40.5,6.98,14.89,0.65,1.05,0.72,0.54,0.13,0.14,71.64,0.49,46.42,3.29,6.93,4.07,4.65,2.68,0.48,2.55,12.19,1.6,6.41,9.0,2.02,25.62,12.21,16.98,29.07,67.98,0.59
1952-04-30,10.11,41.18,31.18,17.09,3.76,66.18,7.44,14.93,22.3,14.94,5.93,2.96,5.32,3.15,0,124.48,0.0,0.0,0.0,1.95,3.13,2.67,5.37,0.78,0.81,117.1,0.8,74.72,5.29,28.89,16.96,19.37,14.26,2.56,4.96,52.64,12.85,12.99,18.24,4.1,51.4,15.98,0.0,4.85,0.0,1.34
1952-05-31,17.76,69.57,27.03,46.58,10.46,114.54,12.28,21.62,32.3,11.32,4.49,2.73,4.91,6.44,0,89.17,0.0,0.0,7.91,5.14,8.25,12.97,16.12,2.41,2.47,139.64,0.95,86.12,6.1,66.95,39.29,44.89,18.52,3.32,3.69,99.77,32.65,10.07,14.14,3.18,42.23,13.81,0.0,1.89,0.0,5.3
1952-06-30,9.12,37.97,8.06,39.24,8.08,70.63,5.2,8.01,11.97,3.15,1.25,0.77,1.39,3.41,0,21.73,20.82,3.59,24.69,5.46,8.76,13.59,14.28,2.02,2.07,76.26,0.52,45.59,3.23,43.13,25.31,28.92,6.07,1.09,0.58,57.5,24.87,2.95,4.14,0.93,23.33,6.23,1.06,0.63,0.0,5.54
1952-07-31,2.06,12.43,2.8,17.23,3.07,22.3,1.79,1.44,2.15,1.51,0.6,0.18,0.32,0.89,0,7.35,11.96,2.06,9.39,2.96,4.75,9.16,5.81,0.67,0.69,25.3,0.17,15.13,1.07,13.83,8.12,9.27,0.78,0.14,0.13,18.2,8.12,2.24,3.14,0.71,8.14,3.35,7.19,0.28,0.0,3.84
1952-08-31,0.22,2.75,1.28,2.67,0.45,3.18,0.71,0.0,0.0,0.83,0.33,0.04,0.07,0.23,0,4.32,5.41,0.93,0.0,0.65,1.04,1.84,0.0,0.1,0.1,4.86,0.03,2.97,0.21,2.69,1.58,1.8,0.16,0.03,0.04,2.98,1.41,0.99,1.39,0.31,3.02,2.14,6.57,0.02,0.0,1.02
1952-09-30,0.09,0.93,0.53,0.97,0.1,1.12,0.26,0.03,0.04,0.35,0.14,0.01,0.03,0.1,0,1.72,3.94,0.68,0.0,0.13,0.21,0.43,0.0,0.26,0.27,2.59,0.02,1.15,0.08,1.06,0.62,0.71,0.08,0.01,0.1,1.0,0.45,0.65,0.91,0.21,2.26,1.62,3.74,0.09,0.0,0.48
1952-10-31,0.12,0.54,0.28,0.84,0.13,0.75,0.24,0.08,0.12,0.25,0.1,0.01,0.02,0.08,0,0.92,2.32,0.4,0.54,0.14,0.22,0.0,0.08,0.13,0.13,2.18,0.01,1.16,0.08,0.53,0.31,0.36,0.07,0.01,0.01,0.58,0.17,0.59,0.83,0.19,1.6,1.03,1.14,0.08,0.0,0.31
1952-11-30,0.23,1.06,0.52,1.3,0.32,1.83,0.38,0.18,0.27,0.37,0.15,0.02,0.04,0.23,0,1.57,1.97,0.34,0.0,0.22,0.35,0.08,0.04,0.08,0.09,3.1,0.02,1.86,0.13,0.84,0.49,0.56,0.12,0.02,0.02,1.17,0.31,0.67,0.94,0.21,2.23,0.95,0.29,0.43,3.79,0.34
1952-12-31,0.45,1.74,0.73,1.64,0.49,3.57,0.5,0.43,0.64,0.42,0.17,0.08,0.14,0.9,0,3.21,13.68,2.36,7.6,0.26,0.41,0.4,0.0,0.0,0.0,15.56,0.11,10.14,0.72,1.05,0.62,0.7,0.24,0.04,0.1,3.05,0.86,1.26,1.77,0.4,7.78,2.52,2.61,3.03,4.44,0.46
1953-01-31,2.43,8.45,4.54,5.61,1.32,15.94,2.07,2.57,3.84,2.31,0.92,0.41,0.73,4.66,0,16.92,52.43,9.04,43.4,0.74,1.19,0.61,0.49,1.17,1.2,80.1,0.54,49.83,3.53,4.7,2.76,3.15,2.14,0.38,0.85,14.43,3.32,5.52,7.75,1.74,22.07,11.76,11.07,17.24,27.73,0.55
1953-02-28,1.61,6.02,4.32,3.35,0.65,10.55,1.34,2.08,3.11,2.15,0.85,0.39,0.7,0.84,0,16.77,0.0,0.0,3.48,0.41,0.66,0.22,0.45,0.92,0.95,21.68,0.15,12.26,0.87,3.73,2.19,2.5,1.49,0.27,1.14,8.38,1.67,3.08,4.32,0.97,6.3,4.09,0.0,1.83,3.3,0.4
1953-03-31,2.31,9.11,6.94,4.4,0.98,15.63,1.82,3.16,4.72,3.33,1.32,0.62,1.11,0.98,0,27.73,0.0,0.0,3.11,0.54,0.87,0.6,0.72,0.88,0.91,33.78,0.23,20.22,1.43,5.85,3.43,3.92,2.51,0.45,1.38,13.04,2.52,4.36,6.12,1.38,11.54,5.45,0.0,4.3,2.68,0.54
1953-04-30,6.46,25.71,17.14,12.03,3.28,42.15,4.89,9.47,14.15,7.46,2.96,1.56,2.8,1.89,0,63.69,0.0,0.0,0.0,1.33,2.14,3.53,5.52,0.26,0.26,66.01,0.45,42.49,3.01,18.52,10.87,12.42,7.66,1.37,2.44,35.89,9.76,5.98,8.4,1.89,18.72,9.08,0.0,5.49,0.0,1.67
1953-05-31,6.43,24.63,8.88,17.96,4.65,41.46,4.6,7.64,11.41,3.48,1.38,0.84,1.51,3.87,0,27.19,16.53,2.85,18.36,1.96,3.14,4.95,6.54,1.74,1.79,65.82,0.45,39.35,2.79,23.43,13.75,15.71,6.42,1.15,1.06,38.44,13.53,5.0,7.02,1.58,18.23,6.31,0.0,2.76,3.28,2.22
