,I_BVC007,I_SFS033,I_PCRST,I_SFS030,I_NFS033,I_MIL003,I_ANG017,I_RLIEF,I_MFS047,I_CFS001,I_DONLL,I_MFS022,I_LYONS,I_SPICE,I_NFS009,I_NFS005,I_BEARD,I_MFS013,I_TULOC,I_STS059,I_STS072
1994-10-31,0.37,0.25,0.37,0.0,0.01,0.15,0.08,1.1,0.87,0.87,1.11,0.31,0.0,1.05,0.38,0.02,0.46,0.15,0.02,0.0,0.0
1994-11-30,0.54,0.97,1.45,0.04,1.56,0.22,0.11,1.49,1.17,3.47,1.13,0.32,0.16,2.59,2.73,0.15,0.82,0.26,0.05,0.01,4.23
1994-12-31,3.95,0.56,0.84,0.16,1.92,1.64,0.81,1.0,0.79,1.92,3.26,0.92,0.69,2.14,1.95,0.11,1.26,0.4,0.61,0.13,0.0
1995-01-31,11.81,2.09,3.14,1.31,2.61,4.92,2.42,1.54,1.21,12.2,13.44,3.79,5.75,9.06,28.42,1.6,4.89,1.55,16.08,3.4,99.62
1995-02-28,6.19,2.01,3.01,0.38,3.74,2.58,1.27,1.55,1.22,3.44,18.45,5.2,1.67,6.49,17.18,0.97,4.99,1.58,2.01,0.42,17.88
1995-03-31,22.84,4.91,7.37,1.96,11.28,9.51,4.68,3.41,2.68,14.66,51.76,14.6,8.64,17.21,62.88,3.54,12.23,3.86,21.5,4.55,136.24
1995-04-30,16.13,6.06,9.1,1.13,15.97,6.72,3.3,4.27,3.36,14.36,54.62,15.4,4.96,19.57,56.74,3.19,11.91,3.76,4.16,0.88,28.0
1995-05-31,22.85,12.54,18.81,1.41,34.88,9.51,4.68,13.86,10.89,38.81,91.74,25.88,6.21,39.22,83.22,4.69,12.16,3.84,6.37,1.35,45.02
1995-06-30,6.01,20.52,30.78,0.87,39.88,2.5,1.23,27.33,21.47,53.6,99.38,28.03,3.82,53.42,54.8,3.09,3.53,1.12,1.72,0.36,9.59
1995-07-31,1.18,16.24,24.36,0.57,18.09,0.49,0.24,26.74,21.01,42.91,55.69,15.71,2.51,30.09,11.39,0.64,0.0,0.0,0.55,0.12,0.0
1995-08-31,1.0,2.53,3.8,0.03,1.22,0.42,0.2,10.09,7.93,10.91,13.2,3.72,0.15,3.11,1.44,0.08,2.86,0.9,0.05,0.01,0.0
1995-09-30,0.62,0.3,0.45,0.04,0.08,0.26,0.13,2.97,2.33,4.41,3.3,0.93,0.19,0.9,0.75,0.04,1.49,0.47,0.35,0.07,0.0
1995-10-31,0.6,0.1,0.15,0.0,0.0,0.25,0.12,1.33,1.05,1.9,2.2,0.62,0.0,0.21,0.11,0.01,1.6,0.51,0.29,0.06,0.0
1995-11-30,1.06,0.04,0.05,0.04,0.0,0.44,0.22,0.93,0.73,1.18,1.78,0.5,0.18,0.21,0.63,0.04,0.75,0.24,0.48,0.1,0.0
1995-12-31,2.69,1.24,1.85,0.13,1.94,1.12,0.55,1.05,0.83,3.3,4.76,1.34,0.58,4.06,3.36,0.19,2.15,0.68,1.03,0.22,8.52
1996-01-31,8.92,1.15,1.72,0.28,2.2,3.71,1.83,1.02,0.8,4.84,6.2,1.75,1.24,4.39,5.43,0.31,2.67,0.84,6.18,1.31,29.76
1996-02-29,15.96,4.33,6.49,0.99,7.56,6.65,3.27,1.63,1.28,9.96,37.34,10.53,4.35,15.08,39.03,2.2,7.76,2.45,11.74,2.48,91.59
1996-03-31,12.78,3.38,5.08,1.06,7.21,5.32,2.62,1.68,1.32,10.35,32.38,9.13,4.7,11.5,30.6,1.72,8.36,2.64,5.97,1.26,61.4
1996-04-30,9.31,6.88,10.32,0.48,18.53,3.88,1.91,10.74,8.44,19.11,48.7,13.74,2.1,21.85,43.9,2.47,7.91,2.5,2.79,0.59,25.73
1996-05-31,6.84,15.12,22.67,1.17,32.57,2.85,1.4,18.64,14.64,43.91,71.99,20.31,5.16,44.67,57.75,3.25,6.31,1.99,1.52,0.32,7.16
1996-06-30,1.43,8.16,12.25,0.41,8.76,0.6,0.29,14.85,11.67,30.32,37.76,10.65,1.83,18.33,9.01,0.51,0.71,0.23,0.72,0.15,10.35
1996-07-31,1.2,1.3,1.95,0.08,1.01,0.5,0.25,8.71,6.84,8.98,11.47,3.23,0.37,2.64,1.95,0.11,3.13,0.99,0.45,0.1,0.0
1996-08-31,0.75,0.2,0.3,0.01,0.0,0.31,0.15,2.43,1.91,0.97,4.57,1.29,0.07,0.95,0.79,0.04,2.15,0.68,0.33,0.07,0.0
1996-09-30,0.56,0.1,0.16,0.02,0.15,0.23,0.11,0.92,0.73,0.13,2.95,0.83,0.07,0.05,0.52,0.03,0.96,0.3,0.18,0.04,0.0
1996-10-31,1.83,0.1,0.15,0.04,0.12,0.76,0.37,0.91,0.71,1.16,1.94,0.55,0.16,0.0,0.25,0.01,1.92,0.61,0.1,0.02,0.0
1996-11-30,4.96,1.62,2.43,0.1,3.6,2.07,1.02,1.79,1.41,4.86,5.29,1.49,0.46,4.27,7.49,0.42,2.03,0.64,1.06,0.22,3.91
1996-12-31,11.31,2.8,4.21,0.85,5.98,4.71,2.32,2.25,1.77,12.1,26.69,7.53,3.75,12.31,44.2,2.49,7.12,2.25,16.06,3.4,92.8
1997-01-31,37.49,12.84,19.25,2.07,13.19,15.61,7.68,14.82,11.65,33.01,79.92,22.54,9.11,36.18,120.56,6.79,27.49,8.68,28.69,6.07,152.74
1997-02-28,7.19,1.59,2.39,0.56,4.37,2.99,1.47,1.8,1.41,8.83,17.14,4.84,2.49,5.64,20.33,1.14,6.65,2.1,3.61,0.76,0.0
1997-03-31,4.67,4.0,6.0,0.17,10.27,1.94,0.96,4.46,3.5,12.64,26.71,7.53,0.76,13.91,27.73,1.56,6.16,1.95,1.51,0.32,0.0
1997-04-30,5.0,7.21,10.82,0.14,17.68,2.08,1.02,8.69,6.83,18.02,38.98,10.99,0.63,21.12,31.51,1.77,6.66,2.1,0.92,0.19,0.0
1997-05-31,2.43,13.72,20.57,0.0,18.76,1.01,0.5,18.77,14.75,35.44,49.36,13.92,0.0,31.03,21.02,1.18,6.96,2.2,0.55,0.12,0.0
1997-06-30,1.92,5.95,8.92,0.08,4.9,0.8,0.39,13.93,10.94,20.69,22.3,6.29,0.35,12.7,3.96,0.22,6.58,2.08,0.27,0.06,0.0
1997-07-31,0.96,0.39,0.59,0.06,0.38,0.4,0.2,5.69,4.47,5.2,7.78,2.19,0.24,2.44,1.0,0.06,2.03,0.64,0.16,0.03,0.0
1997-08-31,0.65,0.19,0.28,0.12,0.03,0.27,0.13,2.24,1.76,2.8,2.39,0.67,0.53,0.36,0.78,0.04,0.96,0.3,0.07,0.01,0.0
1997-09-30,0.55,0.0,0.0,0.05,0.0,0.23,0.11,0.97,0.76,1.13,1.89,0.53,0.2,1.73,1.14,0.06,1.16,0.37,0.04,0.01,0.0
1997-10-31,0.71,0.0,0.0,0.04,0.0,0.3,0.15,0.98,0.77,1.99,1.42,0.4,0.2,1.1,1.21,0.07,1.38,0.44,0.11,0.02,0.0
1997-11-30,0.94,0.13,0.19,0.06,0.86,0.39,0.19,0.72,0.57,2.1,1.12,0.32,0.28,1.2,0.73,0.04,1.3,0.41,0.41,0.09,2.81
1997-12-31,3.55,0.47,0.71,0.1,1.69,1.48,0.73,0.82,0.65,1.5,1.91,0.54,0.44,1.24,1.62,0.09,1.63,0.51,0.65,0.14,0.0
1998-01-31,6.38,2.29,3.43,0.6,2.32,2.66,1.31,1.13,0.89,8.79,5.14,1.45,2.62,3.71,13.01,0.73,2.3,0.73,11.07,2.34,77.23
1998-02-28,5.97,0.05,0.07,2.01,1.98,2.49,1.22,1.08,0.85,8.75,7.36,2.08,8.88,3.92,19.07,1.07,3.99,1.26,26.24,5.55,143.77
1998-03-31,13.08,3.27,4.91,1.88,6.42,5.45,2.68,2.81,2.21,8.37,32.15,9.07,8.28,10.5,38.71,2.18,7.49,2.37,8.62,1.82,63.26
1998-04-30,11.07,4.51,6.76,0.86,10.56,4.61,2.27,4.2,3.3,12.23,36.45,10.28,3.81,13.46,36.41,2.05,8.43,2.66,9.0,1.91,67.62
1998-05-31,14.39,8.48,12.71,0.63,20.49,5.99,2.95,9.54,7.49,25.05,67.34,18.99,2.79,24.76,59.55,3.35,10.79,3.41,4.73,1.0,43.61
1998-06-30,9.16,23.81,35.72,1.39,42.77,3.81,1.88,26.97,21.19,56.82,113.2,31.93,6.14,54.05,70.01,3.94,1.66,0.52,1.81,0.38,6.84
1998-07-31,1.32,16.04,24.06,0.86,11.96,0.55,0.27,22.76,17.89,40.18,40.85,11.52,3.81,25.37,14.02,0.79,2.82,0.89,0.82,0.17,13.36
1998-08-31,1.12,1.2,1.81,0.1,0.38,0.47,0.23,5.74,4.51,8.45,6.98,1.97,0.46,1.8,3.99,0.22,3.05,0.96,0.43,0.09,0.0
1998-09-30,0.97,0.32,0.47,0.04,0.35,0.4,0.2,2.51,1.97,6.91,1.45,0.41,0.2,0.79,2.63,0.15,1.89,0.6,0.35,0.07,5.17
1998-10-31,0.97,0.29,0.43,0.05,0.0,0.4,0.2,1.49,1.17,2.55,2.56,0.72,0.22,0.0,0.55,0.03,1.61,0.51,0.25,0.05,0.0
1998-11-30,1.62,0.68,1.02,0.11,2.6,0.67,0.33,1.18,0.93,2.49,3.27,0.92,0.47,2.44,2.85,0.16,1.37,0.43,0.54,0.11,4.5
1998-12-31,3.55,0.87,1.3,0.13,4.31,1.48,0.73,1.52,1.19,2.46,5.13,1.45,0.59,1.75,3.81,0.21,1.2,0.38,0.73,0.16,5.46
1999-01-31,8.47,1.06,1.59,0.66,2.03,3.53,1.73,1.08,0.85,4.7,21.0,5.92,2.89,4.38,14.13,0.8,0.0,0.0,5.16,1.09,20.01
1999-02-28,9.77,1.29,1.94,2.39,1.77,4.07,2.0,1.13,0.89,7.2,16.73,4.72,10.56,4.56,24.42,1.37,5.25,1.66,13.27,2.81,79.46
1999-03-31,8.56,1.72,2.57,0.75,3.75,3.56,1.75,1.61,1.27,5.14,19.86,5.6,3.29,7.68,24.52,1.38,5.28,1.67,3.69,0.78,21.17
1999-04-30,9.59,4.22,6.34,1.21,10.39,3.99,1.96,4.02,3.16,10.7,32.76,9.24,5.35,12.82,35.05,1.97,5.79,1.83,3.08,0.65,15.6
1999-05-31,5.02,16.26,24.39,3.59,35.1,2.09,1.03,19.15,15.05,35.73,79.51,22.43,15.83,38.86,62.36,3.51,5.53,1.75,1.22,0.26,0.0
1999-06-30,1.22,11.61,17.42,0.31,14.77,0.51,0.25,19.25,15.13,34.64,41.21,11.62,1.39,25.57,18.57,1.05,4.48,1.42,0.63,0.13,0.0
1999-07-31,1.05,1.34,2.02,0.12,1.4,0.44,0.22,7.64,6.0,10.16,9.75,2.75,0.53,4.88,2.5,0.14,3.07,0.97,0.3,0.06,0.0
1999-08-31,0.69,0.25,0.37,0.01,0.04,0.29,0.14,2.14,1.68,3.66,1.47,0.42,0.05,0.75,1.11,0.06,2.12,0.67,0.22,0.05,1.21
1999-09-30,0.51,0.09,0.13,0.0,0.0,0.21,0.1,0.83,0.65,4.53,0.0,0.0,0.02,1.21,0.58,0.03,1.79,0.56,0.14,0.03,4.46
1999-10-31,0.53,0.14,0.21,0.03,0.0,0.22,0.11,0.79,0.62,1.71,1.08,0.31,0.14,1.86,1.11,0.06,2.97,0.94,0.14,0.03,0.0
1999-11-30,0.73,0.32,0.48,0.03,0.27,0.3,0.15,0.87,0.68,1.68,1.53,0.43,0.13,0.91,0.32,0.02,1.53,0.48,0.32,0.07,4.44
1999-12-31,2.68,0.11,0.17,0.02,0.32,1.12,0.55,0.64,0.5,0.98,1.91,0.54,0.09,0.5,0.19,0.01,1.6,0.5,0.24,0.05,0.0
2000-01-31,7.26,1.25,1.87,0.32,1.85,3.02,1.49,0.92,0.72,5.27,6.7,1.89,1.43,3.89,12.71,0.72,1.41,0.44,5.02,1.06,34.23
2000-02-29,8.1,1.32,1.98,1.65,2.3,3.37,1.66,1.03,0.81,7.04,11.71,3.3,7.27,5.3,19.39,1.09,3.77,1.19,14.99,3.17,89.75
2000-03-31,9.52,2.5,3.74,1.48,4.66,3.96,1.95,2.1,1.65,7.64,20.75,5.85,6.51,7.76,24.71,1.39,7.44,2.35,5.26,1.11,42.07
2000-04-30,6.13,7.03,10.55,1.44,19.78,2.55,1.26,7.64,6.0,17.15,43.6,12.3,6.34,22.06,42.33,2.38,9.59,3.03,1.54,0.33,11.91
2000-05-31,1.99,15.22,22.82,1.7,24.44,0.83,0.41,17.9,14.06,35.52,54.83,15.46,7.51,33.23,39.74,2.24,6.36,2.01,1.38,0.29,0.0
2000-06-30,1.24,7.61,11.42,0.98,4.58,0.52,0.25,16.0,12.57,22.78,21.51,6.07,4.34,12.44,5.4,0.3,5.49,1.73,0.48,0.1,0.0
2000-07-31,0.87,0.48,0.71,0.1,0.27,0.36,0.18,4.57,3.59,5.34,3.96,1.12,0.42,1.5,0.46,0.03,3.61,1.14,0.22,0.05,0.0
2000-08-31,0.54,0.07,0.1,0.03,0.04,0.22,0.11,1.46,1.14,1.83,1.14,0.32,0.12,0.9,1.47,0.08,3.33,1.05,0.14,0.03,0.0
2000-09-30,0.57,0.11,0.16,0.01,0.07,0.24,0.12,1.03,0.81,2.63,0.18,0.05,0.06,1.52,0.81,0.05,2.99,0.94,0.2,0.04,0.0
2000-10-31,0.6,0.26,0.39,0.0,0.05,0.25,0.12,0.87,0.68,1.97,0.83,0.23,0.0,0.2,0.44,0.02,2.32,0.73,0.52,0.11,0.0
2000-11-30,0.63,0.24,0.36,0.02,0.21,0.26,0.13,0.74,0.58,1.18,1.28,0.36,0.07,1.8,1.35,0.08,1.54,0.49,0.1,0.02,0.0
2000-12-31,0.7,0.25,0.38,0.0,0.67,0.29,0.14,0.79,0.62,0.84,1.98,0.56,0.01,2.07,1.62,0.09,1.8,0.57,0.2,0.04,0.0
2001-01-31,0.71,0.34,0.51,0.05,0.93,0.3,0.15,0.7,0.55,1.45,1.46,0.41,0.22,1.68,0.67,0.04,0.22,0.07,0.89,0.19,10.15
2001-02-28,3.41,0.49,0.73,0.1,1.14,1.42,0.7,0.71,0.56,1.61,1.82,0.51,0.42,1.59,1.61,0.09,0.72,0.23,12.5,2.65,2.34
2001-03-31,5.9,3.17,4.76,0.33,5.43,2.46,1.21,2.32,1.82,4.43,14.27,4.03,1.48,8.65,14.57,0.82,1.46,0.46,9.17,1.94,14.27
2001-04-30,4.35,4.82,7.23,0.27,11.15,1.81,0.89,5.11,4.02,10.61,23.09,6.51,1.17,13.17,22.37,1.26,5.1,1.61,1.06,0.23,18.26
2001-05-31,1.23,12.53,18.8,0.32,14.14,0.51,0.25,15.85,12.46,30.7,34.03,9.6,1.41,20.67,24.34,1.37,5.07,1.6,0.0,0.0,3.58
2001-06-30,0.79,1.11,1.67,0.06,0.53,0.33,0.16,4.45,3.5,7.13,5.37,1.51,0.24,2.1,0.65,0.04,3.0,0.95,0.09,0.02,0.0
2001-07-31,0.42,0.31,0.47,0.01,0.13,0.17,0.09,1.47,1.15,1.56,2.04,0.58,0.04,0.82,0.0,0.0,2.8,0.89,0.11,0.02,0.0
2001-08-31,0.27,0.0,0.0,0.01,0.0,0.11,0.06,0.38,0.3,0.63,1.07,0.3,0.04,1.4,0.0,0.0,1.82,0.57,0.08,0.02,0.0
2001-09-30,0.25,0.0,0.0,0.0,0.0,0.1,0.05,0.46,0.36,1.19,0.19,0.05,0.0,0.29,0.0,0.0,0.91,0.29,0.0,0.0,0.0
2001-10-31,0.52,0.0,0.0,0.0,0.25,0.22,0.11,0.56,0.44,1.08,0.48,0.14,0.0,1.57,0.02,0.0,0.36,0.11,0.38,0.08,0.0
2001-11-30,1.18,0.83,1.24,0.09,1.33,0.49,0.24,1.07,0.84,2.18,1.6,0.45,0.42,2.58,2.16,0.12,0.16,0.05,0.01,0.0,4.2
2001-12-31,2.51,0.91,1.37,0.18,1.73,1.05,0.51,1.23,0.97,3.81,2.73,0.77,0.82,3.06,4.92,0.28,1.62,0.51,2.65,0.56,22.97
2002-01-31,3.28,1.03,1.55,0.09,1.68,1.37,0.67,1.9,1.49,2.5,6.01,1.7,0.41,2.85,8.55,0.48,4.29,1.35,2.77,0.59,15.15
2002-02-28,4.28,1.07,1.61,0.08,1.91,1.78,0.88,1.52,1.2,2.12,7.36,2.08,0.35,3.28,8.52,0.48,1.12,0.35,2.04,0.43,13.11
2002-03-31,9.11,1.79,2.69,0.25,3.79,3.79,1.87,1.77,1.39,4.46,14.52,4.09,1.1,6.03,16.5,0.93,3.79,1.2,3.93,0.83,21.87
2002-04-30,4.73,7.39,11.09,0.03,19.52,1.97,0.97,7.61,5.98,16.56,41.37,11.67,0.15,22.52,41.06,2.31,8.36,2.64,1.11,0.24,20.65
2002-05-31,1.35,10.83,16.25,0.0,19.88,0.56,0.28,12.77,10.03,28.37,34.4,9.7,0.0,26.84,31.72,1.79,7.78,2.46,1.01,0.21,8.47
2002-06-30,1.07,4.69,7.03,0.0,4.69,0.45,0.22,11.43,8.98,18.67,17.71,5.0,0.0,10.38,4.39,0.25,3.02,0.95,0.59,0.12,0.0
2002-07-31,0.52,0.18,0.26,0.02,0.12,0.22,0.11,2.71,2.13,4.11,2.9,0.82,0.09,2.06,0.46,0.03,1.54,0.49,0.21,0.04,0.0
2002-08-31,0.3,0.14,0.21,0.01,0.0,0.12,0.06,0.66,0.52,1.13,1.5,0.42,0.03,0.08,0.0,0.0,1.0,0.31,0.35,0.07,0.0
2002-09-30,0.23,0.01,0.01,0.02,0.0,0.1,0.05,0.53,0.41,0.66,0.57,0.16,0.09,0.58,0.0,0.0,1.37,0.43,0.27,0.06,0.0
2002-10-31,0.26,0.03,0.04,0.0,0.0,0.11,0.05,0.36,0.28,0.61,0.66,0.19,0.0,0.39,0.0,0.0,0.92,0.29,0.0,0.0,0.0
2002-11-30,0.87,1.36,2.03,0.09,1.8,0.36,0.18,1.31,1.03,3.26,2.53,0.71,0.41,2.49,2.3,0.13,0.83,0.26,0.28,0.06,7.17
2002-12-31,1.78,0.55,0.83,0.22,1.61,0.74,0.36,0.78,0.61,3.11,2.24,0.63,0.99,3.27,2.87,0.16,1.68,0.53,2.29,0.48,21.06
2003-01-31,3.02,1.29,1.94,0.31,2.37,1.26,0.62,1.17,0.92,2.55,8.73,2.46,1.35,3.83,9.17,0.52,1.72,0.54,0.98,0.21,13.49
2003-02-28,4.15,1.08,1.62,0.21,2.21,1.73,0.85,1.08,0.85,2.11,9.7,2.74,0.9,3.95,8.97,0.5,1.75,0.55,0.59,0.13,9.58
2003-03-31,6.74,2.54,3.8,0.25,7.76,2.81,1.38,2.1,1.65,3.61,18.32,5.17,1.1,9.17,17.62,0.99,2.46,0.78,0.78,0.16,7.14
2003-04-30,9.82,3.25,4.88,0.86,8.05,4.09,2.01,3.27,2.57,8.21,24.06,6.79,3.79,11.16,25.47,1.43,5.06,1.6,3.04,0.64,28.06
2003-05-31,2.79,13.32,19.98,1.12,26.39,1.16,0.57,15.53,12.2,31.09,59.38,16.75,4.92,32.33,53.23,3.0,7.46,2.36,1.43,0.3,27.02
2003-06-30,1.06,10.61,15.91,0.17,10.36,0.44,0.22,17.34,13.62,31.55,32.34,9.12,0.77,19.86,12.73,0.72,1.92,0.61,0.17,0.04,1.96
2003-07-31,0.64,0.74,1.1,0.04,0.97,0.27,0.13,5.08,3.99,4.53,5.55,1.57,0.16,1.87,0.48,0.03,1.76,0.56,0.01,0.0,0.0
2003-08-31,0.41,0.32,0.48,0.06,0.21,0.17,0.08,1.38,1.09,2.99,1.65,0.47,0.25,1.42,0.0,0.0,1.53,0.48,0.0,0.0,0.0
2003-09-30,0.29,0.16,0.24,0.04,0.07,0.12,0.06,0.68,0.53,1.39,0.98,0.28,0.18,0.05,0.0,0.0,1.06,0.34,0.0,0.0,0.0
2003-10-31,0.3,0.0,0.0,0.02,0.0,0.12,0.06,0.45,0.36,0.47,1.05,0.3,0.07,0.87,1.09,0.06,0.0,0.0,0.03,0.01,0.0
2003-11-30,0.89,0.02,0.04,0.08,0.38,0.37,0.18,0.55,0.43,1.28,1.18,0.33,0.36,0.47,0.71,0.04,0.02,0.01,0.06,0.01,0.0
2003-12-31,1.11,0.98,1.47,0.22,1.77,0.46,0.23,1.44,1.13,3.59,2.75,0.78,1.0,4.24,4.95,0.28,2.14,0.68,1.5,0.32,16.86
2004-01-31,2.87,0.7,1.05,0.22,1.48,1.2,0.59,1.2,0.94,2.13,3.93,1.11,0.95,3.13,5.37,0.3,3.77,1.19,2.18,0.46,7.45
2004-02-29,7.96,0.83,1.24,0.55,1.89,3.31,1.63,1.12,0.88,3.07,6.1,1.72,2.45,3.73,9.24,0.52,4.35,1.37,3.75,0.79,20.08
2004-03-31,6.8,4.57,6.85,0.42,12.55,2.83,1.39,4.7,3.69,8.79,30.64,8.64,1.84,15.15,32.34,1.82,6.45,2.04,1.75,0.37,20.73
2004-04-30,2.59,6.71,10.06,0.13,17.19,1.08,0.53,7.17,5.63,17.07,31.45,8.87,0.58,20.86,33.23,1.87,5.23,1.65,0.45,0.1,13.39
2004-05-31,1.17,9.28,13.93,0.51,12.15,0.49,0.24,11.41,8.96,22.76,25.04,7.06,2.26,18.59,15.91,0.9,4.38,1.38,0.17,0.04,0.0
2004-06-30,0.77,2.28,3.42,0.26,1.74,0.32,0.16,8.61,6.77,12.51,10.24,2.89,1.17,5.75,1.48,0.08,2.51,0.79,0.13,0.03,1.75
2004-07-31,0.39,0.15,0.22,0.06,0.28,0.16,0.08,3.22,2.53,4.48,1.31,0.37,0.27,1.59,0.0,0.0,2.15,0.68,0.1,0.02,1.75
2004-08-31,0.26,0.09,0.13,0.0,0.03,0.11,0.05,0.78,0.61,1.56,0.59,0.17,0.0,0.62,0.0,0.0,1.52,0.48,0.11,0.02,0.0
2004-09-30,0.27,0.08,0.12,0.0,0.3,0.11,0.06,0.39,0.3,0.0,1.33,0.38,0.01,0.03,0.0,0.0,1.22,0.38,0.04,0.01,0.0
2004-10-31,0.62,0.63,0.94,0.03,0.99,0.26,0.13,0.94,0.74,2.91,0.34,0.1,0.14,2.35,0.55,0.03,1.32,0.42,0.16,0.03,0.72
2004-11-30,0.92,0.78,1.17,0.03,1.43,0.38,0.19,1.48,1.16,1.81,2.57,0.72,0.13,2.64,1.65,0.09,1.36,0.43,0.29,0.06,2.45
2004-12-31,3.27,0.67,1.0,0.13,2.27,1.36,0.67,1.12,0.88,2.96,2.71,0.76,0.59,3.28,3.59,0.2,2.41,0.76,2.81,0.59,8.29
2005-01-31,5.44,1.3,1.94,0.75,2.48,2.27,1.11,1.37,1.08,6.93,5.32,1.5,3.32,4.48,12.73,0.72,4.21,1.33,11.24,2.38,75.1
2005-02-28,7.9,1.35,2.02,0.81,2.35,3.29,1.62,1.2,0.94,3.9,11.7,3.3,3.6,4.19,15.16,0.85,4.48,1.41,4.6,0.97,35.72
2005-03-31,11.34,2.64,3.96,1.11,5.39,4.72,2.32,2.35,1.85,7.13,22.74,6.41,4.89,9.32,28.14,1.58,6.92,2.19,11.56,2.45,57.51
2005-04-30,7.85,4.22,6.32,0.9,11.97,3.27,1.61,4.35,3.42,10.61,37.13,10.47,3.99,15.95,38.78,2.18,6.25,1.97,3.44,0.73,43.78
2005-05-31,15.69,19.9,29.85,0.64,39.82,6.53,3.21,24.7,19.41,45.94,121.52,34.27,2.82,52.46,87.84,4.95,1.56,0.49,1.88,0.4,28.74
2005-06-30,1.74,17.63,26.45,0.0,19.8,0.72,0.36,21.0,16.5,42.66,58.48,16.49,0.0,62.02,4.97,0.28,0.0,0.0,0.66,0.14,5.41
2005-07-31,1.12,5.74,8.61,0.16,2.67,0.47,0.23,15.88,12.48,20.35,15.74,4.44,0.7,12.16,0.95,0.05,2.0,0.63,0.27,0.06,0.0
2005-08-31,0.68,0.08,0.12,0.05,0.35,0.28,0.14,3.06,2.4,3.82,1.92,0.54,0.21,0.76,2.32,0.13,1.95,0.61,0.17,0.04,0.0
2005-09-30,0.51,0.02,0.04,0.05,0.1,0.21,0.1,0.76,0.59,1.66,1.21,0.34,0.23,0.0,0.0,0.0,1.77,0.56,0.03,0.01,0.0
2005-10-31,0.45,0.03,0.05,0.02,0.22,0.19,0.09,0.54,0.43,2.13,0.77,0.22,0.09,2.76,0.8,0.04,0.2,0.06,0.14,0.03,0.0
2005-11-30,2.42,0.29,0.44,0.04,0.6,1.01,0.5,0.92,0.73,1.66,1.32,0.37,0.16,1.27,1.17,0.07,1.71,0.54,0.11,0.02,0.0
2005-12-31,6.76,3.68,5.52,0.53,10.02,2.81,1.38,2.86,2.25,12.47,29.45,8.31,2.31,17.94,46.84,2.64,3.71,1.17,4.59,0.97,51.42
2006-01-31,7.42,2.47,3.71,0.82,5.66,3.09,1.52,2.43,1.91,6.84,27.09,7.64,3.64,9.37,30.62,1.72,6.8,2.15,8.55,1.81,66.3
2006-02-28,9.28,3.21,4.82,0.59,9.33,3.86,1.9,2.27,1.79,4.58,23.59,6.65,2.6,11.23,30.47,1.72,4.56,1.44,2.28,0.48,15.28
2006-03-31,8.13,2.57,3.86,2.33,6.04,3.39,1.66,2.4,1.89,8.77,21.48,6.06,10.26,8.53,25.58,1.44,4.56,1.44,14.54,3.08,92.75
2006-04-30,13.38,6.46,9.69,2.7,16.34,5.57,2.74,5.77,4.53,29.98,47.58,13.42,11.89,20.07,67.98,3.83,10.55,3.33,24.45,5.17,168.29
2006-05-31,17.28,21.53,32.29,1.02,41.75,7.2,3.54,26.12,20.52,56.16,118.55,33.44,4.49,52.66,81.57,4.59,0.0,0.0,2.28,0.48,15.28
2006-06-30,1.39,17.4,26.1,0.23,18.68,0.58,0.28,25.31,19.89,42.93,56.46,15.93,1.02,37.69,13.07,0.74,0.0,0.0,0.82,0.17,2.94
2006-07-31,1.11,2.95,4.42,0.05,1.68,0.46,0.23,13.2,10.37,15.23,13.4,3.78,0.21,4.8,4.04,0.23,1.27,0.4,0.36,0.08,2.43
2006-08-31,0.71,0.22,0.33,0.0,0.17,0.3,0.15,2.44,1.92,5.47,2.63,0.74,0.0,1.5,1.25,0.07,0.62,0.2,0.15,0.03,5.63
2006-09-30,0.43,0.12,0.18,0.0,0.12,0.18,0.09,0.94,0.74,3.94,0.65,0.18,0.0,0.0,0.79,0.04,0.37,0.12,0.11,0.02,5.0
2006-10-31,0.48,0.14,0.21,0.0,0.04,0.2,0.1,0.81,0.64,2.26,0.92,0.26,0.02,0.9,1.08,0.06,1.41,0.45,0.15,0.03,0.75
2006-11-30,0.82,0.3,0.45,0.01,1.02,0.34,0.17,1.07,0.84,1.11,2.52,0.71,0.04,1.12,1.98,0.11,1.52,0.48,0.27,0.06,0.0
2006-12-31,1.16,0.45,0.68,0.01,1.33,0.48,0.24,0.82,0.64,1.98,1.93,0.54,0.05,2.62,3.77,0.21,1.92,0.61,0.67,0.14,8.38
2007-01-31,2.73,0.59,0.89,0.03,1.36,1.14,0.56,0.74,0.58,1.23,3.26,0.92,0.13,2.24,4.31,0.24,1.65,0.52,0.65,0.14,3.46
2007-02-28,4.89,1.01,1.51,0.14,2.72,2.04,1.0,0.99,0.78,3.49,6.09,1.72,0.64,5.02,10.78,0.61,1.52,0.48,3.49,0.74,30.27
2007-03-31,4.15,3.09,4.64,0.26,9.1,1.73,0.85,2.79,2.19,7.23,16.17,4.56,1.16,8.66,22.82,1.28,3.13,0.99,1.54,0.33,22.72
2007-04-30,2.42,5.25,7.87,0.1,15.0,1.01,0.5,5.11,4.01,13.94,17.88,5.04,0.46,11.55,20.6,1.16,2.66,0.84,0.71,0.15,18.23
2007-05-31,1.22,7.03,10.54,0.06,9.21,0.51,0.25,9.07,7.13,21.29,17.93,5.06,0.26,13.59,12.16,0.68,2.69,0.85,0.41,0.09,8.6
